created_at,username,cleaned_text,hashtags,favorite_count,retweet_count,reply_count,quote_count,image_url,location,lang,tweet_url,engagement,sentiment
2025-09-24 01:41:17+00:00,,nih saat menkeu baru di wawancara tak lama jokowi diangkat jd pejabat bloomberg artinya jelas banget skenario adu domba purbaya vs jokowi sedang dimainkan tembakau vs farmasi non jokowi vs termul pro pasar rakyat vs pro pasar kapitalis tinggal kita tunggu,[],23,13,3,1,https://pbs.twimg.com/ext_tw_video_thumb/1970664701068746752/pu/img/hcKf5CD-mnoK7PK6.jpg,,in,https://x.com/undefined/status/1970664807398547669,36,negative
2025-09-24 08:04:09+00:00,,akankah menkeu purbaya mencapai janjinya pe 6 ini rumusnya,[],23,11,4,0,https://pbs.twimg.com/amplify_video_thumb/1970760146428272640/img/7kji3eRjsbJDuNOl.jpg,,in,https://x.com/undefined/status/1970761155808534927,34,neutral
2025-09-24 00:08:37+00:00,,anak menkeu purbaya yudhi tuding sejumlah media indonesia dikendalikan asing,[],19,14,3,0,,,in,https://x.com/undefined/status/1970641483352117507,33,neutral
2025-09-23 04:00:01+00:00,,menkeu buru 200 penunggak pajak rp 5060 triliun hal ini dikatakan oleh menkeu purbaya yudhi sadewa dalam jumapa pers di kantor kemenkeu jakarta pusat senin 2292025 detikcom,['detikcom'],27,4,4,1,https://pbs.twimg.com/amplify_video_thumb/1970303140886126594/img/GHRaRP2QHXSbWypu.jpg,,in,https://x.com/undefined/status/1970337330771767436,31,neutral
2025-09-23 02:06:58+00:00,,kementerian keuangan mengantongi data 200 penunggak pajak besar dengan status hukum tetap inkrah menteri keuangan purbaya yudhi sadewa pada senin 2392025 di jakarta mengatakan eksekusi penagihan tunggakan hingga rp 60 triliun akan segera dilakukan penagihan dilakukan,[],27,3,6,0,https://pbs.twimg.com/amplify_video_thumb/1970307927467794436/img/gXEFLwpWrB0_591y.jpg,,in,https://x.com/undefined/status/1970308879239258113,30,neutral
2025-09-22 12:38:47+00:00,,purbaya komentari inflasi rendah singapura dan malaysia jelek,[],26,4,8,3,,,in,https://x.com/undefined/status/1970105494644859390,30,negative
2025-09-23 10:34:30+00:00,,pemerintah menyiapkan anggaran sebesar rp6 5 triliun untuk program bantuan sosial bansos pangan berupa beras dan minyak goreng yang mulai disalurkan pada oktober 2025 menteri keuangan purbaya yudhi sadewa mengungkapkan penyaluran minyak goreng 2 liter ini masih bersifat uji,[],20,10,12,23,https://pbs.twimg.com/media/G1hkkojasAEzSE6.jpg,,in,https://x.com/undefined/status/1970436607577858240,30,neutral
2025-09-23 15:45:28+00:00,,purbaya ancam paksa 200 pengemplang pajak bayar utang rp 60 t dalam seminggu,[],22,5,2,0,,,in,https://x.com/undefined/status/1970514861626200088,27,neutral
2025-09-23 06:49:55+00:00,,jadi ketua lps purbaya pastikan anggito abimanyu lepas jabatan wamenkeu,[],19,7,1,1,,,in,https://x.com/undefined/status/1970380088299667972,26,neutral
2025-09-22 12:09:36+00:00,,menteri keuangan purbaya yudhi sadewa menyebut anggaran program makan bergizi gratis mbg bisa dialihkan ke bantuan beras 10 kg jika dana tidak terserap dengan baik oleh bgn purbaya menekankan pengalihan dana bukan teguran tapi agar uang lebih cepat bermanfaat dan,[],15,9,4,1,https://pbs.twimg.com/media/G1cxhBxb0AEcC6u.jpg,,in,https://x.com/undefined/status/1970098151089733892,24,neutral
2025-09-23 07:17:43+00:00,,ihsg tancap gas mau tembus 8100 pasar merespons positif purbaya effect lonjakan harga ipo emas dan rencana cutrate the fed lagi bulan oktober tapi apakah reli ini fundamental atau hanya euforia sesaat yang menantang risiko global mari kita bedah a thread,[],17,5,1,0,https://pbs.twimg.com/media/G1g0OlQWAAA79YT.png,,in,https://x.com/undefined/status/1970387082104160356,22,neutral
2025-09-23 07:21:02+00:00,,program makan bergizi gratis mbg rp 335 triliun purbaya menyebut mbg didesain untuk meningkatkan kualitas gizi anak sekolah ibu hamil dan balita sekaligus memberdayakan usaha mikro kecil menengah umkm hingga mendorong ekonomi lokal gtdimana manfaat kesejahteraan rakyatnya,[],12,10,3,0,https://pbs.twimg.com/media/G1g5XX4aoAMVQrU.jpg,,in,https://x.com/undefined/status/1970387919690244227,22,neutral
2025-09-23 02:15:15+00:00,,setiap purbaya ambil tindakan dan kebijakan dalam mengatasi keuangan dia tampak cerdas karena menguraikan alasan alasan kenapa kebijakan tsb diputuskannya teruslah seperti itu anggap rakyat mahasiswa dan purbaya dosennya biar rakyat semakin cerdas,[],21,1,0,0,,,in,https://x.com/undefined/status/1970310964542345274,22,positive
2025-09-23 03:48:17+00:00,,menteri keuangan menkeu purbaya yudhi sadewa menyatakan inflasi indonesia pada agustus 2025 tetap terkendali di level 2 31 persen menurutnya capaian ini mencerminkan daya beli masyarakat yang terjaga sekaligus menempatkan indonesia pada posisi ideal di tengah tekanan global,[],13,8,5,1,https://pbs.twimg.com/amplify_video_thumb/1970334068069085184/img/mbeXtu5lzk-e-EpZ.jpg,,in,https://x.com/undefined/status/1970334376711070117,21,neutral
2025-09-23 01:22:08+00:00,,tegas purbaya minta tokopedia cs larang rokok ilegal mulai 1 oktober,[],12,7,6,2,,,in,https://x.com/undefined/status/1970297598331453462,19,neutral
2025-09-23 04:14:03+00:00,,menteri keuangan purbaya merespons bahwa permasalahan sistem coretax yang masih terus terjadi sejak diluncurkan pada 1 januari 2025 sudah terdeteksi hal itu disebabkan oleh masalah sistem informasi dan teknologi ti itu sendiri coretax pajak menkeupurbaya keuangan,"['Coretax', 'Pajak', 'MenkeuPurbaya', 'Keuangan']",15,3,8,3,https://pbs.twimg.com/media/G1gOkYWakAAoZGd.jpg,,in,https://x.com/undefined/status/1970340862845751502,18,neutral
2025-09-23 13:30:00+00:00,,dpr ri menyetujui anggito abimanyu menjadi ketua lembaga penjamin simpanan lps periode 20252030 menteri keuangan purbaya yudhi sadewa memastikan anggito abimanyu akan melepaskan jabatannya sebagai wakil menteri keuangan gtgt,[],15,2,2,0,https://pbs.twimg.com/amplify_video_thumb/1970438651713658880/img/PLbVIqRLCOVPWS5L.jpg,,in,https://x.com/undefined/status/1970480771874849037,17,neutral
2025-09-23 06:30:24+00:00,,purbaya menkeu kejar rp60 triliun dari 200 penunggak pajak besar,[],14,2,3,0,,,in,https://x.com/undefined/status/1970375178132852759,16,neutral
2025-09-24 07:57:49+00:00,,purbaya menyindir dirut bank bumn terkait penyerapan dana likuidasi 200t mereka sebenarnya pintar tapi malas dpt tempat aman gak ngapa2in spread cukup untung gede weekend main golf,[],10,5,3,0,https://pbs.twimg.com/ext_tw_video_thumb/1970759499683373059/pu/img/Rrz0x57L5WbfXqkI.jpg,,in,https://x.com/undefined/status/1970759563323547976,15,neutral
2025-09-22 15:31:28+00:00,,btw kalau liat dari tiktok nya pak menteri lord purbaya doi abis di datengin pak sjafrie di kemkeu siang tadi,[],15,0,1,0,,,in,https://x.com/undefined/status/1970148952516530577,15,neutral
2025-09-23 23:00:34+00:00,,purbaya wantiwanti pegawai pajak yang sudah bayar jangan diganggu,[],11,4,2,1,,,in,https://x.com/undefined/status/1970624361729270211,15,neutral
2025-09-23 02:30:00+00:00,,profil anggito abimanyu yang terpilih jadi ketua lps gantikan menkeu purbaya,[],6,8,0,0,,,in,https://x.com/undefined/status/1970314676459159973,14,neutral
2025-09-23 10:22:33+00:00,,apbn tertekan menkeu purbaya kejar 200 pengemplang pajak jumbo rendahnya penerimaan negara dari sektor pajak membuat menkeu purbaya yudhi sadewa menyiapkan langkah cepat tak tanggungtanggung ia menegaskan akan memburu 200 penunggak pajak besar dengan potensi tagihan rp50 60,[],11,2,1,0,https://pbs.twimg.com/media/G1hi1rBaoAcj6Ar.jpg,,in,https://x.com/undefined/status/1970433598072434726,13,neutral
2025-09-23 02:00:01+00:00,,menteri keuangan ri purbaya yudhi sadewa menegaskan akan memberantas peredaran rokok ilegal selain yang beredar di marketplace pemberantasan rokok ilegal di warungwarung juga akan dilakukan detikcom,['detikcom'],11,2,3,2,https://pbs.twimg.com/amplify_video_thumb/1970300894949580806/img/3wJYIhOQ9Kdo_oUV.jpg,,in,https://x.com/undefined/status/1970307130420011195,13,neutral
2025-09-22 15:01:51+00:00,,fyi di video aslinya pak purbaya tidak bilang ahli it luar negeri hanya bilang ali it luar ada yg bilang mksudnya ahli it di luar kementrianya macem ahli it nya semasa di lsp dulu cmiiw,[],11,1,0,0,,,in,https://x.com/undefined/status/1970141499431252169,12,negative
2025-09-23 09:38:14+00:00,,macam tau aje si purbaya kentot ini ttg kondisi ekonomi negara jiran puftt ditunggu indon cerah bulan dpn spt yg loe janjikan tuh,[],11,0,2,0,,,in,https://x.com/undefined/status/1970422446840012821,11,neutral
2025-09-23 13:20:44+00:00,,bloomberg dalam beberapa pekan terakhir ini 1 wartawannya dibecandain oleh menkeu purbaya 2 jokowi jadi advisor 3 prabowo bertemu dgn pendiri bloomberg kira2 mau ada apa ya karena tb2 bloomberg muncul terus nih,[],10,1,1,0,,,in,https://x.com/undefined/status/1970478441943400859,11,neutral
2025-09-23 03:16:21+00:00,,purbaya kejar 200 penunggak pajak yang sudah inkrah tagihannya tembus rp 60 t menyala boss que,[],8,2,3,0,,,in,https://x.com/undefined/status/1970326343037722765,10,neutral
2025-09-23 06:30:20+00:00,,menteri keuangan menkeu purbaya yudhi sadewa menyoroti masalah anggaran tak terserap saat menghadiri rapat paripurna dpr di kompleks parlemen senayan jakarta selasa 2392025 purbaya mengungkapkan rencana untuk meluncurkan kebijakan baru sebagai tindak lanjut dari,[],10,0,2,1,https://pbs.twimg.com/media/G1gtvu7WwAA3DWV.jpg,,in,https://x.com/undefined/status/1970375157890867365,10,neutral
2025-09-22 13:25:04+00:00,,menkeu purbaya bijak dana mbg yang tak terserap tak dibiarkan siasia tapi dialihkan untuk bayar utang negara demi jaga kredibilitas fiskal,[],5,5,0,0,https://pbs.twimg.com/ext_tw_video_thumb/1970117103333289985/pu/img/JiMCHaBJTc0WM02f.jpg,,in,https://x.com/undefined/status/1970117143665795424,10,neutral
2025-09-23 00:46:34+00:00,,jadi aku dulu sulit kalau mau transfer duit bakal di tumpuk sri mulyani apapun di tumpuk termasuk kontainer aku barang pribadi saat ini purbaya beri sedikit kelonggaran bisa deh aku bebas transfer dana kemasyarakat tidak takut hilang lagi,[],9,0,1,0,https://pbs.twimg.com/media/G1ffFGqaYAAMFJi.jpg,,in,https://x.com/undefined/status/1970288648441811055,9,positive
2025-09-23 01:02:58+00:00,,semoga pak purbaya bisa mengeluarkan satu kontainer saya berisi 100 buah tas tangan sepatu baju dan barang pribadi yang sudah tertahan sejak 2023,[],9,0,2,0,https://pbs.twimg.com/media/G1fi1ZSaoAMVFZx.jpg,,in,https://x.com/undefined/status/1970292775989162100,9,neutral
2025-09-23 11:41:55+00:00,,menkeu purbaya walau gebrakan²nya belom jelas nyata terasa tapi pemikirannya atau rencana kerjanya ke depan tuh bikin sejuk suhu politik titipan amanat rakyat terasa terwakilkan,[],6,3,2,0,,,in,https://x.com/undefined/status/1970453571104842121,9,positive
2025-09-24 04:30:00+00:00,,menteri keuanganpurbaya yudhi sadewa bicara soal oknum pegawai pajak yang disebut nakal ia pun menegaskan tak ingin ada pemerasan yang dilakukan oleh pegawai pajak gtgt,[],9,0,0,0,https://pbs.twimg.com/amplify_video_thumb/1970694355573977088/img/dRc-op1j0Gc-xPxG.jpg,,in,https://x.com/undefined/status/1970707265410724090,9,neutral
2025-09-23 03:40:00+00:00,,purbaya sebut inflasi singapura dan malaysia jelek ri lumayan,[],7,1,8,4,,,in,https://x.com/undefined/status/1970332292553023707,8,negative
2025-09-23 02:21:11+00:00,,ijinkan saya ingatkan kalian cicilan kpr yg masih 120 bulan lagi cicilan ukt ke bri dan sisa saldo cuma buat beberapa hari setelah gajian dan itu semua di tengah sikon gajian ga sebanding inflasi daya beli turun usaha minus dll kok masih bisa hidup oh purbaya,[],7,1,3,1,,,in,https://x.com/undefined/status/1970312459304210855,8,negative
2025-09-23 00:52:41+00:00,,komisi xi resmi menunjuk wakil menteri keuangan anggito abimanyu sebagai ketua dewan komisioner lembaga penjamin simpanan lps periode 20252030 baca di sini ta lps anggito purbaya,"['LPS', 'Anggito', 'Purbaya']",6,2,0,1,https://pbs.twimg.com/media/G1fgeUdbEAA5Qgr.jpg,,in,https://x.com/undefined/status/1970290185087926677,8,neutral
2025-09-22 17:08:31+00:00,,menkeu purbaya bakal kejar penjual rokok ilegal di warung hingga ecommerce,[],6,2,0,0,,,in,https://x.com/undefined/status/1970173373738299842,8,neutral
2025-09-23 08:10:16+00:00,,menteri keuangan menkeu purbaya yudhi sadewa mengungkapkan penunjukan anggito menjadi ketua dk lps merupakan penugasan langsung dari presiden prabowo subianto baca di sini ta anggito lps purbaya,"['Anggito', 'LPS', 'Purbaya']",7,0,1,0,https://pbs.twimg.com/media/G1hEoh0aoAAdb-W.jpg,,in,https://x.com/undefined/status/1970400310167474473,7,neutral
2025-09-22 15:35:33+00:00,,jurus menkeu purbaya atasi masalah coretax bakal datangkan ahli it dari luar negeri,[],5,2,2,0,,,in,https://x.com/undefined/status/1970149982008455269,7,neutral
2025-09-23 12:52:19+00:00,,buru 200 wajib pajak besar yang nunggak hingga rp 60 t purbaya mereka gak bisa lari,[],6,1,0,1,,,in,https://x.com/undefined/status/1970471287521968260,7,neutral
2025-09-23 10:54:00+00:00,,menkeu purbaya kembali menyita perhatian publik pasalnya menkeu purbaya baru saja lontarkan peringatan keras ke pegawai pajak bahkan purbaya membuka pengaduan khusus simak berita selengkapnya di bawah ini,[],4,3,1,0,,,in,https://x.com/undefined/status/1970441514502496625,7,neutral
2025-09-22 12:09:07+00:00,,ekonomi kita waspada defisit apbn batasnya 3 uu no 17 tahun 2003 sekarang defisit apbn era purbaya 2 68 program super jumbo prabowo harus diwaspadai mudah2 an ekonomi kita selamat,[],5,1,1,1,https://pbs.twimg.com/media/G1cxsmlawAAGgrk.jpg,,in,https://x.com/undefined/status/1970098031401038069,6,neutral
2025-09-23 08:49:33+00:00,,posisi wakil menteri keuangan wamenkeu kini kosong satu kursi pasca anggito abimanyu diangkat menjadi ketua dewan komisioner lembaga penjamin simpanan lps baca di sini ta wamenkeu anggito purbaya,"['Wamenkeu', 'Anggito', 'Purbaya']",6,0,1,0,https://pbs.twimg.com/media/G1hNnulaEAAUSex.jpg,,in,https://x.com/undefined/status/1970410193390576018,6,neutral
2025-09-23 12:33:20+00:00,,purbaya soal pengganti anggito yang pindah ke lps tunggu perintah,[],4,2,0,0,,,in,https://x.com/undefined/status/1970466509433770487,6,neutral
2025-09-23 07:23:00+00:00,,purbaya anggaran pusat untuk daerah naik rp400 t ini jelasnya,[],4,2,1,0,,,in,https://x.com/undefined/status/1970388415029092634,6,neutral
2025-09-23 19:18:16+00:00,,sikat pak ikan sepat ikan gabus lebih cepat lebih bagus ikan sepat dimakan buaya ayo cepat pak purbaya,[],6,0,0,0,,,in,https://x.com/undefined/status/1970568415531434053,6,positive
2025-09-23 01:46:01+00:00,,sinergi kementerian pertahanan dan kementerian keuangan semakin kokoh melalui kunjungan kerja menteri pertahanan sjafrie sjamsoeddin ke kemenkeu senin 229 yang disambut oleh menteri keuangan purbaya yudhi sadewa,[],6,0,1,0,https://pbs.twimg.com/ext_tw_video_thumb/1970303542054576128/pu/img/feg69CAJPjQQxSKi.jpg,,in,https://x.com/undefined/status/1970303609981280369,6,neutral
2025-09-24 04:30:42+00:00,,ruu apbn 2026 resmi disahkan menjadi undangundang menkeu purbaya pada rapat paripurna menekankan kembali bahwa strategi pembangunan ekonomi indonesia berbasis pada konsep sumitronomics yang difokuskan pada tiga pilar utama yaitu,[],3,3,1,0,https://pbs.twimg.com/media/G1lb-A2XcAATKAw.jpg,,in,https://x.com/undefined/status/1970707439348838426,6,neutral
2025-09-23 11:28:18+00:00,,purbaya incar pendapatan rp220 t tiap ekonomi ri tumbuh 1 persen,[],6,0,1,0,,,in,https://x.com/undefined/status/1970450145902047394,6,neutral
2025-09-23 07:53:36+00:00,,injeksi dana segar senilai rp 200 triliun dari menteri keuangan menkeu purbaya yudhi sadewa ke bankbank pelat merah alias himbara diprediksi menjadi game changer di sektor keuangan baca di sini ta inflasi bungakredit purbaya,"['Inflasi', 'BungaKredit', 'Purbaya']",6,0,2,0,https://pbs.twimg.com/media/G1hA0LHaoAEa8P5.jpg,,in,https://x.com/undefined/status/1970396112331907432,6,neutral
2025-09-23 13:09:15+00:00,,sebelum statement itu keluar dari bapak yg gak tau siapa dia pak purbaya sudah ngomong klo naikkan cukai rokok biar gak bnyak yang merokok apakah sudah d perhitungkan dampak karyawan yg bakal kena phk d pabrik rokok ternyata belum inilah kenapa kebijakan tu perlu d benahin,[],5,0,4,0,,,in,https://x.com/undefined/status/1970475549341766042,5,negative
2025-09-23 11:21:59+00:00,,purbaya effect djp jadi bubar gk sih kapan nih bpn nya ditunggu,[],5,0,1,0,,,in,https://x.com/undefined/status/1970448554197164268,5,neutral
2025-09-24 02:57:32+00:00,,media soros ini terlalu berlebihan cari engagement memanfaatkan indon kurang gizi kalau kutipannya lengkap ngga ada bedanya omongan purbaya dengan tabrani,[],4,1,0,0,,,in,https://x.com/undefined/status/1970683992778359059,5,negative
2025-09-22 17:46:31+00:00,,yang tidak dilakukan oleh bu sri mulyani dukung pk purbaya,[],5,0,0,0,,,in,https://x.com/undefined/status/1970182937422578077,5,neutral
2025-09-22 15:02:26+00:00,,menkeu purbaya cancer lol let see,[],5,0,0,0,,,in,https://x.com/undefined/status/1970141644696805792,5,neutral
